"id","animal_id","treatment_date","booster_date","withdrawal_date","category","medication","diagnosis","temperature","administered_by","dosage","route","location","lot_number","serial_number","manufacturer","comments","created_at","updated_at"
"37675383","22603205","2016-03-02","","","","LA-200","","","","","","","","","","Low on Calcium.  Would not stand.","2016-03-02 19:51:20 -0600","2016-03-02 19:51:20 -0600"
"37690164","24513173","2016-03-04","","","Anti-Infammatory","Banamine","","","","12cc","","","","","","","2016-03-04 11:52:34 -0600","2016-03-04 11:52:34 -0600"
"37690167","24513173","2016-03-04","","","Anti-Infammatory","Dexamethasone","","","","35cc","","","","","","As per Cody Pohler.  35cc day 1 and 25cc day 2","2016-03-04 11:53:55 -0600","2016-03-04 11:53:55 -0600"
"37690170","24513173","2016-03-04","","","Antibiotic","LA-200","","","","50 cc","","","","","","","2016-03-04 11:55:39 -0600","2016-03-04 11:55:39 -0600"
"38453226","23204550","2016-04-20","","","","MultiMin","","","","","","","","","","","2016-04-20 18:31:33 -0500","2016-04-20 18:31:33 -0500"
"38453229","23204553","2016-04-20","","","","MultiMin","","","","","","","","","","","2016-04-20 18:31:33 -0500","2016-04-20 18:31:33 -0500"
"38453232","23394207","2016-04-20","","","","MultiMin","","","","","","","","","","","2016-04-20 18:31:33 -0500","2016-04-20 18:31:33 -0500"
"38453235","24289280","2016-04-20","","","","MultiMin","","","","","","","","","","","2016-04-20 18:31:33 -0500","2016-04-20 18:31:33 -0500"
"38453238","24414197","2016-04-20","","","","MultiMin","","","","","","","","","","","2016-04-20 18:31:33 -0500","2016-04-20 18:31:33 -0500"
"38453241","24487511","2016-04-20","","","","MultiMin","","","","","","","","","","","2016-04-20 18:31:33 -0500","2016-04-20 18:31:33 -0500"
"38453244","25315326","2016-04-20","","","","MultiMin","","","","","","","","","","","2016-04-20 18:31:33 -0500","2016-04-20 18:31:33 -0500"
"38453247","25689146","2016-04-20","","","","MultiMin","","","","","","","","","","","2016-04-20 18:31:33 -0500","2016-04-20 18:31:33 -0500"
"38453250","25760039","2016-04-20","","","","MultiMin","","","","","","","","","","","2016-04-20 18:31:33 -0500","2016-04-20 18:31:33 -0500"
"38453253","28079199","2016-04-20","","","","MultiMin","","","","","","","","","","","2016-04-20 18:31:33 -0500","2016-04-20 18:31:33 -0500"
"38453256","28079202","2016-04-20","","","","MultiMin","","","","","","","","","","","2016-04-20 18:31:33 -0500","2016-04-20 18:31:33 -0500"
"38453259","28079205","2016-04-20","","","","MultiMin","","","","","","","","","","","2016-04-20 18:31:33 -0500","2016-04-20 18:31:33 -0500"
"38453262","28079208","2016-04-20","","","","MultiMin","","","","","","","","","","","2016-04-20 18:31:33 -0500","2016-04-20 18:31:33 -0500"
"38453265","28079214","2016-04-20","","","","MultiMin","","","","","","","","","","","2016-04-20 18:31:33 -0500","2016-04-20 18:31:33 -0500"
"38453268","28079217","2016-04-20","","","","MultiMin","","","","","","","","","","","2016-04-20 18:31:33 -0500","2016-04-20 18:31:33 -0500"
"38453271","28079220","2016-04-20","","","","MultiMin","","","","","","","","","","","2016-04-20 18:31:34 -0500","2016-04-20 18:31:34 -0500"
"38453274","28079223","2016-04-20","","","","MultiMin","","","","","","","","","","","2016-04-20 18:31:34 -0500","2016-04-20 18:31:34 -0500"
"38453277","28079226","2016-04-20","","","","MultiMin","","","","","","","","","","","2016-04-20 18:31:34 -0500","2016-04-20 18:31:34 -0500"
"38453280","28079229","2016-04-20","","","","MultiMin","","","","","","","","","","","2016-04-20 18:31:34 -0500","2016-04-20 18:31:34 -0500"
"38453283","28079232","2016-04-20","","","","MultiMin","","","","","","","","","","","2016-04-20 18:31:34 -0500","2016-04-20 18:31:34 -0500"
"38453286","28165191","2016-04-20","","","","MultiMin","","","","","","","","","","","2016-04-20 18:31:34 -0500","2016-04-20 18:31:34 -0500"
"38453289","23204550","2016-04-20","","2016-05-12","","Ultrabac 8","","","","","","","","","","","2016-04-20 18:34:38 -0500","2016-04-20 18:34:38 -0500"
"38453292","23204553","2016-04-20","","2016-05-12","","Ultrabac 8","","","","","","","","","","","2016-04-20 18:34:38 -0500","2016-04-20 18:34:38 -0500"
"38453295","23394207","2016-04-20","","2016-05-12","","Ultrabac 8","","","","","","","","","","","2016-04-20 18:34:38 -0500","2016-04-20 18:34:38 -0500"
"38453298","24289280","2016-04-20","","2016-05-12","","Ultrabac 8","","","","","","","","","","","2016-04-20 18:34:38 -0500","2016-04-20 18:34:38 -0500"
"38453301","24414197","2016-04-20","","2016-05-12","","Ultrabac 8","","","","","","","","","","","2016-04-20 18:34:38 -0500","2016-04-20 18:34:38 -0500"
"38453304","24487511","2016-04-20","","2016-05-12","","Ultrabac 8","","","","","","","","","","","2016-04-20 18:34:38 -0500","2016-04-20 18:34:38 -0500"
"38453307","25315326","2016-04-20","","2016-05-12","","Ultrabac 8","","","","","","","","","","","2016-04-20 18:34:38 -0500","2016-04-20 18:34:38 -0500"
"38453310","25689146","2016-04-20","","2016-05-12","","Ultrabac 8","","","","","","","","","","","2016-04-20 18:34:38 -0500","2016-04-20 18:34:38 -0500"
"38453313","25760039","2016-04-20","","2016-05-12","","Ultrabac 8","","","","","","","","","","","2016-04-20 18:34:38 -0500","2016-04-20 18:34:38 -0500"
"38453316","28079199","2016-04-20","","2016-05-12","","Ultrabac 8","","","","","","","","","","","2016-04-20 18:34:38 -0500","2016-04-20 18:34:38 -0500"
"38453319","28079202","2016-04-20","","2016-05-12","","Ultrabac 8","","","","","","","","","","","2016-04-20 18:34:38 -0500","2016-04-20 18:34:38 -0500"
"38453322","28079205","2016-04-20","","2016-05-12","","Ultrabac 8","","","","","","","","","","","2016-04-20 18:34:38 -0500","2016-04-20 18:34:38 -0500"
"38453325","28079208","2016-04-20","","2016-05-12","","Ultrabac 8","","","","","","","","","","","2016-04-20 18:34:38 -0500","2016-04-20 18:34:38 -0500"
"38453328","28079214","2016-04-20","","2016-05-12","","Ultrabac 8","","","","","","","","","","","2016-04-20 18:34:38 -0500","2016-04-20 18:34:38 -0500"
"38453331","28079217","2016-04-20","","2016-05-12","","Ultrabac 8","","","","","","","","","","","2016-04-20 18:34:38 -0500","2016-04-20 18:34:38 -0500"
"38453334","28079220","2016-04-20","","2016-05-12","","Ultrabac 8","","","","","","","","","","","2016-04-20 18:34:38 -0500","2016-04-20 18:34:38 -0500"
"38453337","28079223","2016-04-20","","2016-05-12","","Ultrabac 8","","","","","","","","","","","2016-04-20 18:34:38 -0500","2016-04-20 18:34:38 -0500"
"38453340","28079226","2016-04-20","","2016-05-12","","Ultrabac 8","","","","","","","","","","","2016-04-20 18:34:38 -0500","2016-04-20 18:34:38 -0500"
"38453343","28079229","2016-04-20","","2016-05-12","","Ultrabac 8","","","","","","","","","","","2016-04-20 18:34:38 -0500","2016-04-20 18:34:38 -0500"
"38453346","28079232","2016-04-20","","2016-05-12","","Ultrabac 8","","","","","","","","","","","2016-04-20 18:34:38 -0500","2016-04-20 18:34:38 -0500"
"38453349","28165191","2016-04-20","","2016-05-12","","Ultrabac 8","","","","","","","","","","","2016-04-20 18:34:38 -0500","2016-04-20 18:34:38 -0500"
"38453352","23204550","2016-04-20","","2016-05-12","","Triangle 10","","","","","","","","","","","2016-04-20 18:35:40 -0500","2016-04-20 18:35:40 -0500"
"38453355","23204553","2016-04-20","","2016-05-12","","Triangle 10","","","","","","","","","","","2016-04-20 18:35:40 -0500","2016-04-20 18:35:40 -0500"
"38453358","23394207","2016-04-20","","2016-05-12","","Triangle 10","","","","","","","","","","","2016-04-20 18:35:40 -0500","2016-04-20 18:35:40 -0500"
"38453361","24289280","2016-04-20","","2016-05-12","","Triangle 10","","","","","","","","","","","2016-04-20 18:35:40 -0500","2016-04-20 18:35:40 -0500"
"38453364","24414197","2016-04-20","","2016-05-12","","Triangle 10","","","","","","","","","","","2016-04-20 18:35:40 -0500","2016-04-20 18:35:40 -0500"
"38453367","24487511","2016-04-20","","2016-05-12","","Triangle 10","","","","","","","","","","","2016-04-20 18:35:40 -0500","2016-04-20 18:35:40 -0500"
"38453370","25315326","2016-04-20","","2016-05-12","","Triangle 10","","","","","","","","","","","2016-04-20 18:35:40 -0500","2016-04-20 18:35:40 -0500"
"38453373","25689146","2016-04-20","","2016-05-12","","Triangle 10","","","","","","","","","","","2016-04-20 18:35:40 -0500","2016-04-20 18:35:40 -0500"
"38453376","25760039","2016-04-20","","2016-05-12","","Triangle 10","","","","","","","","","","","2016-04-20 18:35:41 -0500","2016-04-20 18:35:41 -0500"
"38453379","28079199","2016-04-20","","2016-05-12","","Triangle 10","","","","","","","","","","","2016-04-20 18:35:41 -0500","2016-04-20 18:35:41 -0500"
"38453382","28079202","2016-04-20","","2016-05-12","","Triangle 10","","","","","","","","","","","2016-04-20 18:35:41 -0500","2016-04-20 18:35:41 -0500"
"38453385","28079205","2016-04-20","","2016-05-12","","Triangle 10","","","","","","","","","","","2016-04-20 18:35:41 -0500","2016-04-20 18:35:41 -0500"
"38453388","28079208","2016-04-20","","2016-05-12","","Triangle 10","","","","","","","","","","","2016-04-20 18:35:41 -0500","2016-04-20 18:35:41 -0500"
"38453391","28079214","2016-04-20","","2016-05-12","","Triangle 10","","","","","","","","","","","2016-04-20 18:35:41 -0500","2016-04-20 18:35:41 -0500"
"38453394","28079217","2016-04-20","","2016-05-12","","Triangle 10","","","","","","","","","","","2016-04-20 18:35:41 -0500","2016-04-20 18:35:41 -0500"
"38453397","28079220","2016-04-20","","2016-05-12","","Triangle 10","","","","","","","","","","","2016-04-20 18:35:41 -0500","2016-04-20 18:35:41 -0500"
"38453400","28079223","2016-04-20","","2016-05-12","","Triangle 10","","","","","","","","","","","2016-04-20 18:35:41 -0500","2016-04-20 18:35:41 -0500"
"38453403","28079226","2016-04-20","","2016-05-12","","Triangle 10","","","","","","","","","","","2016-04-20 18:35:41 -0500","2016-04-20 18:35:41 -0500"
"38453406","28079229","2016-04-20","","2016-05-12","","Triangle 10","","","","","","","","","","","2016-04-20 18:35:41 -0500","2016-04-20 18:35:41 -0500"
"38453409","28079232","2016-04-20","","2016-05-12","","Triangle 10","","","","","","","","","","","2016-04-20 18:35:41 -0500","2016-04-20 18:35:41 -0500"
"38453412","28165191","2016-04-20","","2016-05-12","","Triangle 10","","","","","","","","","","","2016-04-20 18:35:41 -0500","2016-04-20 18:35:41 -0500"
"38453415","23204550","2016-04-20","","","","Cylence","","","","","","","","","","","2016-04-20 18:36:50 -0500","2016-04-20 18:36:50 -0500"
"38453418","23204553","2016-04-20","","","","Cylence","","","","","","","","","","","2016-04-20 18:36:50 -0500","2016-04-20 18:36:50 -0500"
"38453421","23394207","2016-04-20","","","","Cylence","","","","","","","","","","","2016-04-20 18:36:50 -0500","2016-04-20 18:36:50 -0500"
"38453424","24289280","2016-04-20","","","","Cylence","","","","","","","","","","","2016-04-20 18:36:50 -0500","2016-04-20 18:36:50 -0500"
"38453427","24414197","2016-04-20","","","","Cylence","","","","","","","","","","","2016-04-20 18:36:50 -0500","2016-04-20 18:36:50 -0500"
"38453430","24487511","2016-04-20","","","","Cylence","","","","","","","","","","","2016-04-20 18:36:50 -0500","2016-04-20 18:36:50 -0500"
"38453433","25315326","2016-04-20","","","","Cylence","","","","","","","","","","","2016-04-20 18:36:50 -0500","2016-04-20 18:36:50 -0500"
"38453436","25689146","2016-04-20","","","","Cylence","","","","","","","","","","","2016-04-20 18:36:50 -0500","2016-04-20 18:36:50 -0500"
"38453439","25760039","2016-04-20","","","","Cylence","","","","","","","","","","","2016-04-20 18:36:50 -0500","2016-04-20 18:36:50 -0500"
"38453442","28079199","2016-04-20","","","","Cylence","","","","","","","","","","","2016-04-20 18:36:50 -0500","2016-04-20 18:36:50 -0500"
"38453445","28079202","2016-04-20","","","","Cylence","","","","","","","","","","","2016-04-20 18:36:51 -0500","2016-04-20 18:36:51 -0500"
"38453448","28079205","2016-04-20","","","","Cylence","","","","","","","","","","","2016-04-20 18:36:51 -0500","2016-04-20 18:36:51 -0500"
"38453451","28079208","2016-04-20","","","","Cylence","","","","","","","","","","","2016-04-20 18:36:51 -0500","2016-04-20 18:36:51 -0500"
"38453454","28079214","2016-04-20","","","","Cylence","","","","","","","","","","","2016-04-20 18:36:51 -0500","2016-04-20 18:36:51 -0500"
"38453457","28079217","2016-04-20","","","","Cylence","","","","","","","","","","","2016-04-20 18:36:51 -0500","2016-04-20 18:36:51 -0500"
"38453460","28079220","2016-04-20","","","","Cylence","","","","","","","","","","","2016-04-20 18:36:51 -0500","2016-04-20 18:36:51 -0500"
"38453463","28079223","2016-04-20","","","","Cylence","","","","","","","","","","","2016-04-20 18:36:51 -0500","2016-04-20 18:36:51 -0500"
"38453466","28079226","2016-04-20","","","","Cylence","","","","","","","","","","","2016-04-20 18:36:51 -0500","2016-04-20 18:36:51 -0500"
"38453469","28079229","2016-04-20","","","","Cylence","","","","","","","","","","","2016-04-20 18:36:51 -0500","2016-04-20 18:36:51 -0500"
"38453472","28079232","2016-04-20","","","","Cylence","","","","","","","","","","","2016-04-20 18:36:51 -0500","2016-04-20 18:36:51 -0500"
"38453475","28165191","2016-04-20","","","","Cylence","","","","","","","","","","","2016-04-20 18:36:51 -0500","2016-04-20 18:36:51 -0500"
"38453478","23204550","2016-04-20","","","","Cydectin Pour-On","","","","","","","","","","","2016-04-20 18:38:19 -0500","2016-04-20 18:38:19 -0500"
"38453481","23204553","2016-04-20","","","","Cydectin Pour-On","","","","","","","","","","","2016-04-20 18:38:19 -0500","2016-04-20 18:38:19 -0500"
"38453484","23394207","2016-04-20","","","","Cydectin Pour-On","","","","","","","","","","","2016-04-20 18:38:19 -0500","2016-04-20 18:38:19 -0500"
"38453487","24289280","2016-04-20","","","","Cydectin Pour-On","","","","","","","","","","","2016-04-20 18:38:20 -0500","2016-04-20 18:38:20 -0500"
"38453490","24414197","2016-04-20","","","","Cydectin Pour-On","","","","","","","","","","","2016-04-20 18:38:20 -0500","2016-04-20 18:38:20 -0500"
"38453493","24487511","2016-04-20","","","","Cydectin Pour-On","","","","","","","","","","","2016-04-20 18:38:20 -0500","2016-04-20 18:38:20 -0500"
"38453496","25315326","2016-04-20","","","","Cydectin Pour-On","","","","","","","","","","","2016-04-20 18:38:20 -0500","2016-04-20 18:38:20 -0500"
"38453499","25689146","2016-04-20","","","","Cydectin Pour-On","","","","","","","","","","","2016-04-20 18:38:20 -0500","2016-04-20 18:38:20 -0500"
"38453502","25760039","2016-04-20","","","","Cydectin Pour-On","","","","","","","","","","","2016-04-20 18:38:20 -0500","2016-04-20 18:38:20 -0500"
"38453505","28079199","2016-04-20","","","","Cydectin Pour-On","","","","","","","","","","","2016-04-20 18:38:20 -0500","2016-04-20 18:38:20 -0500"
"38453508","28079202","2016-04-20","","","","Cydectin Pour-On","","","","","","","","","","","2016-04-20 18:38:20 -0500","2016-04-20 18:38:20 -0500"
"38453511","28079205","2016-04-20","","","","Cydectin Pour-On","","","","","","","","","","","2016-04-20 18:38:20 -0500","2016-04-20 18:38:20 -0500"
"38453514","28079208","2016-04-20","","","","Cydectin Pour-On","","","","","","","","","","","2016-04-20 18:38:20 -0500","2016-04-20 18:38:20 -0500"
"38453517","28079214","2016-04-20","","","","Cydectin Pour-On","","","","","","","","","","","2016-04-20 18:38:20 -0500","2016-04-20 18:38:20 -0500"
"38453520","28079217","2016-04-20","","","","Cydectin Pour-On","","","","","","","","","","","2016-04-20 18:38:20 -0500","2016-04-20 18:38:20 -0500"
"38453523","28079220","2016-04-20","","","","Cydectin Pour-On","","","","","","","","","","","2016-04-20 18:38:20 -0500","2016-04-20 18:38:20 -0500"
"38453526","28079223","2016-04-20","","","","Cydectin Pour-On","","","","","","","","","","","2016-04-20 18:38:20 -0500","2016-04-20 18:38:20 -0500"
"38453529","28079226","2016-04-20","","","","Cydectin Pour-On","","","","","","","","","","","2016-04-20 18:38:20 -0500","2016-04-20 18:38:20 -0500"
"38453532","28079229","2016-04-20","","","","Cydectin Pour-On","","","","","","","","","","","2016-04-20 18:38:20 -0500","2016-04-20 18:38:20 -0500"
"38453535","28079232","2016-04-20","","","","Cydectin Pour-On","","","","","","","","","","","2016-04-20 18:38:20 -0500","2016-04-20 18:38:20 -0500"
"38453538","28165191","2016-04-20","","","","Cydectin Pour-On","","","","","","","","","","","2016-04-20 18:38:20 -0500","2016-04-20 18:38:20 -0500"
"38888631","28060485","2016-05-15","","","Antibiotic","LA-200","Foot Rot","","","50cc","","","","","","","2016-05-15 14:22:36 -0500","2016-05-15 14:22:36 -0500"
"38998158","29378331","2016-05-19","","","","Resflor","Sick","","","20cc","","","","","","","2016-05-19 20:26:35 -0500","2016-05-19 20:26:35 -0500"
"39033318","19610760","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:23:59 -0500","2016-05-22 17:23:59 -0500"
"39033324","19610778","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:23:59 -0500","2016-05-22 17:23:59 -0500"
"39033327","19610787","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:23:59 -0500","2016-05-22 17:23:59 -0500"
"39033330","19610796","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:23:59 -0500","2016-05-22 17:23:59 -0500"
"39033333","19610802","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:23:59 -0500","2016-05-22 17:23:59 -0500"
"39033336","19610805","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:23:59 -0500","2016-05-22 17:23:59 -0500"
"39033339","19610808","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:23:59 -0500","2016-05-22 17:23:59 -0500"
"39033342","19610898","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:23:59 -0500","2016-05-22 17:23:59 -0500"
"39033345","19610907","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:00 -0500","2016-05-22 17:24:00 -0500"
"39033348","19610916","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:00 -0500","2016-05-22 17:24:00 -0500"
"39033351","19610922","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:00 -0500","2016-05-22 17:24:00 -0500"
"39033354","19692253","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:00 -0500","2016-05-22 17:24:00 -0500"
"39033360","19727668","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:00 -0500","2016-05-22 17:24:00 -0500"
"39033363","19727674","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:00 -0500","2016-05-22 17:24:00 -0500"
"39033366","20456755","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:00 -0500","2016-05-22 17:24:00 -0500"
"39033372","20469046","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:00 -0500","2016-05-22 17:24:00 -0500"
"39033375","20486326","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:00 -0500","2016-05-22 17:24:00 -0500"
"39033378","20493472","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:01 -0500","2016-05-22 17:24:01 -0500"
"39033381","20493601","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:01 -0500","2016-05-22 17:24:01 -0500"
"39033384","20493625","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:01 -0500","2016-05-22 17:24:01 -0500"
"39033387","20493667","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:01 -0500","2016-05-22 17:24:01 -0500"
"39033390","20493706","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:01 -0500","2016-05-22 17:24:01 -0500"
"39033393","20493847","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:01 -0500","2016-05-22 17:24:01 -0500"
"39033396","20509930","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:01 -0500","2016-05-22 17:24:01 -0500"
"39033399","20510275","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:01 -0500","2016-05-22 17:24:01 -0500"
"39033402","20565319","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:01 -0500","2016-05-22 17:24:01 -0500"
"39033405","20629108","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:01 -0500","2016-05-22 17:24:01 -0500"
"39033408","21818383","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:01 -0500","2016-05-22 17:24:01 -0500"
"39033411","21818413","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:01 -0500","2016-05-22 17:24:01 -0500"
"39033414","21819703","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:01 -0500","2016-05-22 17:24:01 -0500"
"39033417","21819736","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:01 -0500","2016-05-22 17:24:01 -0500"
"39033420","21819760","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:01 -0500","2016-05-22 17:24:01 -0500"
"39033423","21819781","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:01 -0500","2016-05-22 17:24:01 -0500"
"39033426","21819835","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:01 -0500","2016-05-22 17:24:01 -0500"
"39033429","22020433","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:01 -0500","2016-05-22 17:24:01 -0500"
"39033432","22020535","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:01 -0500","2016-05-22 17:24:01 -0500"
"39033435","22020559","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:02 -0500","2016-05-22 17:24:02 -0500"
"39033438","22020568","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:02 -0500","2016-05-22 17:24:02 -0500"
"39033441","22047349","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:02 -0500","2016-05-22 17:24:02 -0500"
"39033444","22047367","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:02 -0500","2016-05-22 17:24:02 -0500"
"39033447","22047382","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:02 -0500","2016-05-22 17:24:02 -0500"
"39033450","22166194","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:02 -0500","2016-05-22 17:24:02 -0500"
"39033453","22189504","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:02 -0500","2016-05-22 17:24:02 -0500"
"39033456","22189510","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:02 -0500","2016-05-22 17:24:02 -0500"
"39033459","22302638","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:02 -0500","2016-05-22 17:24:02 -0500"
"39033462","22603208","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:02 -0500","2016-05-22 17:24:02 -0500"
"39033465","22603223","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:02 -0500","2016-05-22 17:24:02 -0500"
"39033468","22741808","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:02 -0500","2016-05-22 17:24:02 -0500"
"39033471","24253490","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:02 -0500","2016-05-22 17:24:02 -0500"
"39033474","24289301","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:02 -0500","2016-05-22 17:24:02 -0500"
"39033477","24289304","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:02 -0500","2016-05-22 17:24:02 -0500"
"39033480","24289307","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:02 -0500","2016-05-22 17:24:02 -0500"
"39033483","24289310","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:02 -0500","2016-05-22 17:24:02 -0500"
"39033486","24289313","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:02 -0500","2016-05-22 17:24:02 -0500"
"39033489","24289316","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:02 -0500","2016-05-22 17:24:02 -0500"
"39033492","24289319","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:02 -0500","2016-05-22 17:24:02 -0500"
"39033495","24289322","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:02 -0500","2016-05-22 17:24:02 -0500"
"39033498","24289325","2016-05-22","2016-06-13","2016-06-13","Footrot","Fosgaard","Foot Rot","","","2cc","","","","","","","2016-05-22 17:24:02 -0500","2016-05-22 17:24:02 -0500"
